,text,hope_hate,emotion_label
569,",أَشْعُرُ بِالتَّرَدُّدِ فِي شِرَاءِ قِرْصِ DVD آخَرَ لِلرَّقْصِ الشَّرْقِيِّ",not_applicable,Joy
570,أَشْعُرُ بِالْغَضَبِ تَقْرِيبًا حَيَّالَ ذَلِكَ بِالْمَلَلِ وَالإِحْبَاطِ وَعَدَمِ الْفَائِدَةِ,not_applicable,Disgust
571,لَا أُرِيدُ أَنْ أَشْعُرَ بِالِاسْتِيَاءِ مِنْ أَنَّكُمْ لَا تُرِيدُونَ التَّدْخِلَ لِلْمُسَاعَدَةِ,hate,Disgust
572,", أَعْلَمُ أَنَّ هُنَاكَ بَعْضُ النِّسَاءِ اللَّاتِي لَيْسَ لَدَيْهِنَّ خِيَارٌ آخَرُ، بِسَبَبِ ظُرُوفٍ خَارِجَةٍ عَنْ إِرَادَتِهِنَّ، سَوَى الْعَمَلِ خَارِجَ الْمَنْزِلِ وَبَعِيدًا عَنْ أَطْفَالِهِنَّ، وَلِذَا أَشْعُرُ بِالامتِنَانِ الشَّدِيدِ لِأَنَّنَا عَلَى اسْتِعْدَادٍ لِلتَّضَحِيَةِ لِأَنَّنَا تَمَكَّنَا مِنْ ذَلِكَ جَعَلَ هَذَا الِاخْتِيَارَ مُمْكِنًا بَالنِّسْبَةِ لِي، كُنْتُ أَشْعُرُ بِالَارْتِيَاحِ فِي يَدٍ وَاحِدَةٍ، حَسَنًا، لَسْتُ الْوَحِيدَ الَّذِي يَعَانِي مِنْ هَذِهِ الْمَشْكِلَةِ.",hope_speech,Joy
573,أَشْعُرُ بِالْغَضَبِ مِنْ حَقِيقَةٍ أَنَّ أَصْدِقَاءَهُ وَعَائِلَتَهُ سَيَلْتَقُونَ بِالطِّفْلِ قَبْلَ أَنْ أَشْعُرَ أَنَّ النِّهَايَةَ كَانَتْ سَرِيعَةً,not_applicable,Joy
574,",أَشْعُرُ بِالسُّحْبِ الْإِبْدَاعِيِّ",hope_speech,Joy
575,",أَشْعُرُ بِعَدَمِ الأَمَانِ الشَّدِيدِ، أَشْعُرُ وَكَأَنَّنِي خِيَارُكَ الثَّانِي وَلَا حَتَّى الثَّالِثُ أَوِ الرَّابِعُ، وَمَعَ ذَلِكَ، كُلُّ مَا فَعَلْتُهُ كَانَ هُنَاكَ مِنْ أَجْلِكَ فِي بَعْضِ الْوَقْتِ، أَشْعُرُ وَكَأَنَّكَ تَعَامَلُنِي مِثْلَ الْقَرْفِ، لَا تُقَدِّرُ وُجُوْدِي، أَشْعُرُ بِجَنُونِ الْعَظَمَةِ وَالْقَلَقِ طُوَالَ الْوَقْتِ. وَقْتٌ",not_applicable,Other
576,وَجَدْتُ نَفْسِي أَشْعُرُ بِالْغَضَبِ قَلِيلًا,not_applicable,Joy
577,أَشْعُرُ أَنَّ أَيَّ شَخْصٍ يَقُولُ أَنْ أَلْعَابَ الْفِيدِيوِ الْعُنْيُفَةَ هَذِهِ هِيَ الَّتِي تُدْفِعُ النَّاسَ إلَى الْخُرُوجِ وَإِطْلَاقِ النَّارِ فِي الْأَمَاكِنِ هُوَ شَخْصٌ مُتَسَكِّعٌ تَمَامًا,hate,Disgust
578,أَثْنَاءَ وُجُودِهِ فِي الْجَيْشِ,not_applicable,Disgust
579,", لَقَدْ وَصَلْتُ إِلَى مَرْحَلَةٍ شَعَرْتُ فِيهَا أَخِيرًا أَنَّنِي قَبِلْتُ أَنَّ السَّيِّدَةَ جُزْءٌ مِنِّي.",hope_speech,Joy
580,أَشْعُرُ بِالسُّوءِ الشَّدِيدِ لَيْسَ لِأَنِّي أَشْعُرُ بِالْمَرَضِ وَلَكِنْ لِأَنِّي أَفْتَقِدُ التَّدْرِيبَ,not_applicable,Other
581,", يَجِبُ أَنْ أَتَعَامَلَ مَعَ شَعُوْرِ عَدَمِ الْتَّأَكُّدِ مِنَ الِاتِّجَاهِ الَّذِي يَتَّجِهُ إِلَيْهِ مُسْتَقْبَلِي، أَشْعُرُ أَنَّ الشَّخْصِيَّاتِ النِّسَائِيَّةَ الْقُوِيَّةَ عَادَةً مَا تَكُوْنُ عَلَى شَكْلٍ كَاتْنِيْس أَوْ تَرِيْس.",not_applicable,Joy
582,أَشْعُرُ بِالرَّفْضِ إِذَا لَمْ يُرْغَبُوا فِي النَّوْمِ مَعِي وَأُفْتَرِضُ تَلَقَّائِيًّا أَنَّهُمْ لَمْ يَعُدُّوا يَرَوْنِي بِهَذِهِ الطَّرِيقَةِ بَعْدَ الْآنِ,hate,Other
583,",أَشْعُرُ بِالْقَلَقِ وَتَظْهَرُ كُلُّ تِلْكَ الْأَشْيَاءِ السَّلْبِيَّةِ",hate,Joy
584,أُؤْمِنُ بِأَنَّنِي أَسْتَطِيعُ تَحْقِيقَ كُلِّ مَا أُرِيدُ.,hope_speech,Other
585,لَقَدْ أَجَبْتُ بِصُرَاحَةٍ عَلَى جَمِيعِ الأَسْئِلَةِ الَّتِي جَعَلَتْنِي أَبْدُو وَكَأَنِّي عَاهِرَةٌ عَدِيمَةُ الشُّعُورِ، أَشْعُرُ أَنِّي أَسْتَطِيعُ الْحُصُولَ عَلَى بَعْضِ الْوَقْتِ الأَنَانِيِّ عِنْدَمَا يَكُونَ الأَطْفَالُ فِي الْمَدْرَسَةِ، وَهُوَ شَيْءٌ أُفْتَقِدُهُ حَقًّا، أَشْعُرُ بِالْغَيْرَةِ قَلِيلاً مِنْ مَدَى شَعُورِهِمْ بِالِارْتِبَاطِ وَمَدَى ارْتِبَاطِهِمْ يَسْتَمْتِعُونَ بِأَجْسَادِهِمْ,hate,Other
586,كُنْتُ أَشْعُرُ بِالاِسْتِيَاءِ إِلَى حَدٍّ مَا مِنْ وَضْعِ قَائِمَةِ الأَعْرَاضِ فِي الْمَقَامِ الأَوَّلِ وَأَتَسَاءَلُ عَمَّا إِذَا كَانَ سَيَسْتَمِرُّ فِي تَأْجِيلِ الذِّهَابِ إِلَى الطَّبِيبِ وَسَأَبْذِلُ هَذَا الجُهْدَ مِنْ أَجْلِ لَا شَيْءٍ، أَكْرَهُ الطَّرِيقَةَ الَّتِي أَشْعُرُ بِهَا، وَأَكْرَهُ أَنَّنِي مُتْعَبٌ وَغَاضِبٌ التَّهَابِ الحَلْقِ وَفِي كُ,not_applicable,Disgust
587,مَا زِلْتُ أَشْعُرُ بِالدُّنَاءَةِ عَلَى الرَّغْمِ مِنْ ذَلِكَ.,not_applicable,Other
588,أَعْتَقِدُ أَنَّنِي تَذَكَّرْتُ لِلْتَّوِّ لِمَاذَا لَمْ أُكَلِّفْ نَفْسِي عَنَاءَ مُشَاهَدَةِ تَغْطِيَةِ الِانْتِخَابَاتِ، لَقَدْ تَرَكْتَنِي آمُلُ أَنْ يَفُوزَ صَدِيقِي وَلَكِنِّي أَشْعُرُ بِالْعَجْزِ التَّامِ بَيْنَمَا يَتَظَاهَرُ كُلُّ هَؤُلَاءِ الْمُهَرِّجِينَ الْمُصْطَنَعِينَ بِشَكْلٍ مُفْرِطٍ بِأَنَّهُمْ يَعْلَمُونَ مَا الَّذِي يَتَحَدَّثُونَ عَنْهُ.,not_applicable,Other
589,أَثِقُ فِي قُدْرَتِي عَلَى تَحْقِيقِ أَحْلَامِي.,hope_speech,Other
590,أُحِبُّ الْنُّكْتَةَ الْمُضَحِكَةَ وَالْتَّسَلُّي بِهَا مَعَ الْأَصْدِقَاءِ.,hope_speech,Joy
591,",كَانَ بِإِمْكَانِي مُتَابَعَةُ كُلِّ نَوْبَةِ تَفْكِيرٍ وَتَضْخِمِ الشُّعُورِ بِالْارْتِعَاشِ مِنْ خَلَالِ تَعْبِيرَاتِهِ الْمُعَذَّبَةِ، لَقَدْ عَانَيْتُ مِنْ سُكْتَةٍ دِمَاغِيَّةٍ بِسَبَبِ ذَلِكَ، لَقَدْ كَانَتْ فَتْرَةً صَعْبَةً لِلْغَايَةِ فِي حَيَاتِي أَجْبَرَتْنِي عَلَى الشُّعُورِ بِالْخَوْفِ وَالْحُزْنِ الشَّدِيدِينِ",not_applicable,Other
592,أنَا فَقَطْ أَشْعُرُ بِنَوْعٍ مِنْ عَابِس,not_applicable,Disgust
593,أَشْعُرُ تَجَاهَ نَفْسِي بِشَأْنِ مَا إِذَا كَانَ الرِّجَالُ يُحِبُّونَنِي أَمْ لَا.,hate,Other
594,أَشْعُرُ وَكَأَنَّنِي أَسِيرٌ عَلَى أَرْضٍ خَطِرَةٍ لِأَكْشِفَ الْكَثِيرَ,not_applicable,Other
595,أَشْعُرُ بِكُلِّ شَيْءٍ غَاضِبٍ,hate,Disgust
596,أَشْعُرُ بِقَلْبِي العَنِيدِ وَهُوَ يَحَارُبُ اللَّهَ فِي بَع,hate,Disgust
597,", لَقَدْ كُنْتُ أَشْعُرُ بِالْخَوْفِ لِلْتَّوْ",hate,Joy
598,الْخَوْفُ يَسْتَلِمُنِي عِنْدَ النَّظَرِ إِلَى الْأَشْخَاصِ الْمُشَبِّهِينَ.,hate,Other
599,،مَا زِلْتُ أَشْعُرُ بِالثِّقَةِ بِشَأْنِ هَذَا الْفَصْلِ الدِّرَاسِيِّ,hope_speech,Other
600,أَنَا وَاثِقٌ مِنْ قُدْرَتِي عَلَى التَّغَلُّبِ عَلَى أَيِّ تَحْدٍّ.,not_applicable,Joy
601,أَشْعُرُ بِرَغْبَةٍ فِي دَعْمِ اللِّيبِرَالِيِّينَ.,not_applicable,Other
602,أَسْتَيْقِظُ مُنْتَعِشًا حَقًّا وَأَشْعُرُ بِأَنَّ لَدَيَّ بَعْضَ الطَّاقَةِ وَلَكِنْ فِي مُعْظَمِ الأَوْقَاتِ أَسْتَيْقِظُ الآنَ وَأَنَا أَشْعُرُ بِالتَّرَنُّحِ وَالِارْتِبَاكِ.,not_applicable,Other
603,أتَذكُرُ كَيفَ شَعُرتُ بِما شَعَرَ بِهِ زَوجِي عِندَما كُنتُ أَرَى النّاسَ يَتَعامَلونَ بِوَقاحَة مَع أُمّي وَأُمّي فَقَط كانَت لَطيفَة مَعهُم,hate,Other
604,لَقَدْ بَدَأْتُ بِالفِعْلِ أَشْعُرُ بِأَنَّ لَدَيَّ شَيْئًا أَخْجَلُ مِنْهُ.,not_applicable,Other
605,لَقَدْ اضْطُرِرْتُ حَقًّا إِلَى إِعَادَةِ قِرَاءَةِ ذَلِكَ مَرَّتَيْنِ وَأَشْعُرُ بِالحَسَدِ الشَّدِيدِ لأَنَّنِي أَسْتَطِيعُ الْقِيَامَ بِذَلِكَ لأَنَّنِي لَا أَسْتَطِيعُ إِلَّا أَنْ أَحْلُمَ بِتَسْلِيمِ إِشْعَارِي لأَنَّ أَجْرِي هُوَ الْوَحِيدُ الَّذِي يَمْكُنُهُ الْحُصُولُ عَلَى رَهْنٍ عَقَارِيٍّ، لِذَا فَأَنَا عَالِقٌ فِي وَظِيفَتِي حَتَّى أَحْصُلَ عَلَى مَنْزِلٍ,not_applicable,Disgust
606,. لَدَيَّ شُعُورٌ بِأَنَّ أَفْكَارِي حَوْلَ هَذَا الأَمْرِ لَنْ تَحْظَى بِالشَّعْبِيَّةِ وَهَذَا أَمْرٌ جَيِّدٌ بِالنِّسْبَةِ لِي، أَشْعُرُ بِالْحَاجَ,not_applicable,Other
607,أَعْرِفُ أَنَّنِي أَسْتَطِيعُ إِحْدَاثَ تَغْيِيرٍ فِي الْعَالَمِ.,hope_speech,Joy
608,أَنَا فَقَطْ أُشْعِرُ بِأَنَّنِي ضَحِيَّةٌ لِذَلِكَ تَنَهَّدَ جِيجُونْغ,not_applicable,Other
609,يُثيرني الإشمئزاز رؤية النفايات المتراكمة في الأماكن العامة.,hate,Disgust
610,", لَقَدْ حَصَلْتُ عَلَى دَرَجَةٍ مِئَوِيَّةٍ فِي اِخْتِبَارِ الْكِيمِيَاءِ الْفِيزِيَائِيَّةِ الْخَاصِّ بِي، لِذَا أَشْعُرُ بِالذُّكَاءِ بِبَسَاطَةٍ لِأَنَّنِي بِالْكَادِ أَدْرُسُ هَذَا الشَّيْءَ، وَأَعْتَقِدُ أَنَّ الْأَوْقَاتِ الْوَحِيدَةِ الَّتِي أَشْعُرُ فِيهَا حَقًّا بِالسَّلَامِ وَيَكُونُ رَأْسِي هَادِئًا هِيَ عِنْدَمَا أَكُونُ بِالْخَارِجِ أُقُومُ بِشَيْءٍ بَدَنِيٍّ",hope_speech,Joy
611,. أُحِبُّ أَنْ أَشْعُرَ بِأَنَّنِي مُفِيدَةٌ.,hope_speech,Other
612,",أَنَا مُنْدَهِشٌ وَفُزِعَ مِنْ أَنَّ النَّاسَ يَشْعُرُونَ بِالتَّهْدِيدِ الشَّدِيدِ مِنْ وُجُودِي كَمِثْلِي الْجِنْسِ مُتَزَوِّجًا وَثُنَائِيِّ الْجِنْسِ وَنَشِطًا جِنْسِيًّا لِدَرَجَةٍ أَنَّهُمْ يَحَاوِلُونَ تَمْرِيرَ قَوَانِينَ لِمَحْوِ وُجُودِي الْمُتَزَوِّجِ مِثْلِي الْجِنْسِ، وَعِنْدَمَا يَفْشَلُ ذَلِكَ، أَقُولُ بِبَسَاطَةٍ إِنَّ زَوَاجِي عَبَارَةٌ عَنْ href http Familyscholars",hate,Other
613,أَشْعُرُ بِالثِّقَةِ فِي نَفْسِي كُلَّ يَوْمٍ.,hope_speech,Other
614,أشعر بالحرج قليلا من الاعتراف بذلك لجميع أصدقائي وعائلتي ومعارفي، وأشعر وكأنني تعرضت للضرب بقبعة البيسبول.,hate,Other
615,كُنْتُ أَتَحَدَّثُ إِلَى الْمَوْتِ وَلَكِنْ بَعْدَ ذَلِكَ شَعَرْتُ بِالغَضَبِ,hate,Other
616,الْفِكَاهَةُ تَجْعَلُ الْحَيَاةَ أَكْثَرَ مَرَحًا وَمَتَعًا.,hope_speech,Joy
617,أَنَا وَاثِقٌ مِنْ قُدْرَتِي عَلَى النَّجَاحِ.,hope_speech,Joy
618,أَشْعُرُ أَنَّهُ عِنْدَمَا كُنْتُ أَمْضِي فِي حَيَاتِي لَمْ يَكْلُفْ أَحَدًا عُنَاءً أَنْ يُنْتَبِهَ,not_applicable,Other
619,أَعْتَقِدُ أَنَّنِي أُودُّ أَنْ يَكُونَ الشَّعْرُ أَكْثَرَ أَنَاقَةً قَلِيلًا وَأَقَلَّ شَعْوُرًا بِالْمُتَأَنِّقِ رَاكِبَ الْأَمْوَاجِ وَأَعْتَقِدُ أَنَّنِي أَحَبَّبْتُهُ بِشَكْلٍ أَفْضَلَ وَحَلِيقًا نَظِيفًا.,not_applicable,Other
620,الْمُقَامَرَةُ بِالْفِكَاهَةِ وَالْمُزَاحُ فِي الْمُحَادَثَاتِ.,not_applicable,Joy
621,",أَشْعُرُ أَنَّنِي فِي كَثِيرٍ مِنَ الأَحْيَانِ أَتَجَوَّلُ وَأَدَوْرُ فِي دَوَائِرَ كَثِيرًا، لَيْسَ فَقَطْ لِأَنَّنِي غَيْرُ حَاسِمٍ وَلَكِنْ لِأَنَّهُ يُسَاعِدُنِي فِي مَعْرِفَةِ مَا أُرِيدُ",not_applicable,Other
622,، أَشْعُرُ بِالسَّلَامِ وَبِصِحَّةٍ جَيِّدَةٍ، وَهُوَ الشَّعْرُ الَّذِي يَشْعُرُ بِهِ الرَّجُلُ عِنْدَمَا يَعْلَمُ أَنَّهُ لَا يُشْعِلُ الْعَالَمَ بِالنَّارِ وَلَكِنَّهُ عَلَى الْأَقَلِ لَا يَفْعَلُ ذَلِكَ,not_applicable,Other
623,لَقَدْ تَجَاوَزْتُ الْأَمْرَ وَلَكِنْ لَا يَسْعُنِي إِلَّا أَنْ أَشْعُرَ بِبَعْضِ الْكَآبَةِ الْيَوْمَ,not_applicable,Other
624,كُنْتُ أَشْعُرُ بِالْحَرِّ قَلِيلًا مِنْ كُلِّ هَذَا الْمَشْيِ.,not_applicable,Other
625,يَتَسَلَّلُ الرُّعْبُ إِلَى دَاخِلِي عِنْدَ التَّفْكِيِرِ فِي الْأَمُورِ الْخَطِرَةِ.,hate,Other
626,تُسْتَحِكُّنِي الْمَخَاوِفُ وَتُقَلِّصُ مِنْ إِحْسَاسِي بِالْأَمَانِ.,not_applicable,Other
627,أَعْلَمُ أَنَّ سْتِيفِه أَوْ أَيِّ شَخْصٍ لَيْسَ فِي الْمِنْطَقَةِ الْمُجَاوِرَةِ لِيَحْتَضِنَنِي وَأَنَا أَبْكِي وَأَبْكِي حَتَّى أَشْعُرَ بِأَلَمٍ فِي صَدْرِي، فَهُوَ يَمْشِي مُبَاشَرَةً وَيَفْرُكُ ضِدِّي.,hate,Other
628,أَنَا فِي نِهَايَةِ ذِكَائِي عِنْدَمَا أَشْعُرُ بِالإِحْبَاطِ وَنَفَادِ الصَّبْرِ,not_applicable,Other
629,أقودهم غاضبا وأبكي قليلا من الشعور بالهزيمة في اللعبة.,not_applicable,Other
630,أَعْرِفُ أَنَّنِي قَادِرٌ عَلَى إِحْدَاثِ تَغْيِيرٍ فِي حَيَاتِي.,hope_speech,Joy
631,لَقَدْ كُنْتُ مُنْهَكًا وَحَزِينًا وَأَشْعُرُ بِأَنَّنِي لَا قِيمَةَ لِي حَتَّى قَبْلَ أَنْ أَبْلُغَ مِنَ الْعُمْرِ عَامًا وَكَانَتْ هَذِهِ مُجَرَّدَ الْبِدَايَةِ.,hate,Other
632,لَقَدْ عَدْتُ إِلَى الشُّعُورِ بِالانْزِعَاجِ بِشَأْنِ الْجِهَدِ الَّذِي مُبْذُولٌ لِالتَّقَاطِ شَوْكَةٍ سَقَطَتْ، وَأَشْعُرُ أَنَّ جِهَازَ تَنْظِيمِ ضَرْبَاتِ الْقَلْبِ يَتَحَرَّكُ فِي صَدْرِي، وَتَضِيقُ الْأَسْلُوبُ الْمُوَصَّلَةُ إِل,hate,Other
633,",لَقَدْ تَرَكْتُ أَيْضًا أَشْعُرُ بِالاهْتِزَازِ وَلَسْتُ مُتَوَتِّرًا قَلِيلاً",not_applicable,Other
634,",لَقَدْ شَاهَدْتُ أَخْبَارَ الصِّيَامِ مِنْ قَبْلِ وَأَقْدِرُ دَائِمًا الطَّرِيقَةَ الَّتِي يَشْعُرُ بِهَا قَلْبِي وَعَقْلِي بِأَنَّهُمْ أَقَلَّ خَوْفًا مِنْ شَيْءٍ وَاحِدٍ وَأَكْثَرَ انْفِتَاحًا وَلَكِنْ هَذَا الصِّيَامُ يَبْدُو ضَرُورِيًّا كَمَا لَوْ أَنِّي لَا أَسْتَطِيعُ أَنْ أَكُونَ شَوْسُو بَيْنَمَا أَمْلأُ نَفْسِي بِنِظَامٍ غِذَائِيٍّ مِنَ الْخَوْفِ وَالرُّهْبَةِ وَالْغَضَبِ",not_applicable,Joy
635,", أَشْعُرُ بِالتَّرْحِيبِ الشَّدِيدِ.",not_applicable,Joy
636,أُرِيدُ أَنْ أُوَاصِلَ الْقِصَّةَ وَلَكِنَّ فِي هَذِهِ اللَّحْظَةِ أَشْعُرُ بِالْانِدِفَاعِ قَلِيلًا,not_applicable,Joy
637,أَشْعُرُ أَنَّ الْأُسْتَاذَ يَقُولُ مِنْ خَلَالِ الْفِعْلِ أَنَّ وَقْتَكَ وَأَنْشِطَتَكَ غَيْرُ مُهِمَّةٍ بِالنِّسْبَةِ لِي مُقَارَنَةً بِمَا كُنْتَ أَفْعَلُهُ بَدَلًا مِنْ ذَلِكَ.,hate,Other
638,", قَرَّرْتُ أَنَّهُ يَضْغَطُ بِشَفَتَيْهِ الْجَافَّةِ عَلَى رَقَبَتِي وَأَشْعُرُ بِتَحْسُنٍ كَبِيرٍ",hate,Joy
639,أَشْعُرُ أَنَّ كُونِي أُمًا يَأْتِي بِشَكْلٍ طَبِيعِيٍّ فِيمَا يَتَعَلَّقُ بِرَعَايَةِ J وَاحْتِيَاجَاتِهِ وَلَكِنْ لِكِي أَكُونَ صَادِقًا تَمَامًا، فَإِنَّ الْحُبَّ وَالصَّبْرَ لَيْسَا بِالْأَمْرِ السَّهْلِ.,not_applicable,Other
640,أَنَا مُسْتَمْتِعٌ بِكُلِّ مَا يُضَحِّكُنِي وَيَجْعَلُنِي سَعِيدًا.,hope_speech,Joy
641,",أَشْعُرُ بِالْقَلَقِ وَأَنَا أَتَسَاءَلُ أَيْنَ هُوَ تَخْصِصِي وَمَا هُوَ شَغْفِي وَمَا أُرِيدُ أَنْ أَفْعَلَهُ بِحَيَاتِي الثَّمِينَةِ",not_applicable,Other
642,مَا زِلْتُ أَتَذَكَّرُ الشُّعُورَ بِالْكآبَةِ وَالشَّيْخُوخَةِ وَكُلِّ الْأَشْيَاءِ الَّتِي لَمْ أَكُنْ عَلَيْهَا.,not_applicable,Other
643,يَمْكُنُنِي تَصْفُحُ صُوَرِي وَالْقِيَامُ بِذَلِكَ دُونَ الشُّعُورِ بِالْحَنِينِ.,hope_speech,Other
644,،لَا أُعْتَقِدُ أَنَّ هُنَاكَ أَيُّ اِخْتِلَافٌ عَلَى الْمُسْتَوَى الْإِنْسَانِيِّ، أَشْعُرُ بِالِاقْتِنَاعِ بِأَنَّهُ يَجِبُ أَنْ يَكُونَ هُنَاكَ، أَشْعُرُ أَنَّهُ مِنَ الضَّرُورِيِّ أَنْ نُرَكِّزَ عَلَى التَّنْمِيَةِ الْاِقْتِصَادِيَّةِ وَالسَّل,not_applicable,Other
645,أَشْعُرُ بِالذَّنْبِ لِعَدَمِ قُدْرَتِي عَلَى تَحَمُّلِ الِارْتِبَاطَاتِ الْقَوِيَّةِ أَثْنَاءَ الْمُضِيِّ قُدُمًا وَلَكِنْ لَا أَسْتَطِيعُ أَنْ أَتَغَيَّرَ أَبَدًا، لَقَدْ تَسَاءَلْتُ أَيْضًا فِي الْمَاضِي عَمَّا إِذَا كَانَ بِإِمْكَانِنَا أَنْ نَكُونَ أَكْثَرَ، وَلَكِنِّي اِعْتَقَدْتُ دَائِمًا أَنَّنِي كُنْتُ أَشْعُرُ بِالْحَاجَةِ خِلَالَ تِلْكَ الْأَوْقَاتِ أَوْ بِشَكْلٍ سَيِّءٍ تِجَاهَ نَفْسِي.,not_applicable,Other
646,كَانَ صَدِيقًا لِيَ مَخْمُورًا يَضْرِبُ صَدِيقًا آخَرَ,hate,Disgust
647,",أَشْعُرُ وَكَأَنَّنِي بَدَأْتُ فِي الِاسْتِقْرَارِ هُنَا وَأَنَّنِي أَصْبَحْتُ مُنْتَجًا",hope_speech,Joy
648,", أنا ممتن لأي فيلم رعب لا يجعلني أشعر بالاعتداء هذه الأيام وهذا الفيلم لا يفعل ذلك",not_applicable,Other
649,", أَشْعُرُ بِالْغَضَبِ قَلِيلًا الْآنَ",hate,Joy
650,سَأَقُومُ بِتَفْصِيلِ سُؤَالِي بِهَذِهِ الطَّرِيقَةِ، إِذَا كَانَتْ مَجْمُوعَةٌ مِنَّا تَشْعُرُ بِعَدَمِ الرِّضَا عَنِ الْوَضْعِ الْحَالِيِّ لِلإِهْوَتِ، فَهَلْ سَنَقْرَأُ مَجْمُوعَةً جَدِيدَةً مِنَ الْمُنَشَّرَاتِ وَالْمُدَوِّنَاتِ الْمُتَخَصِّصَةِ وَالْمَجَلَّاتِ عَبْرَ الإِنْتِرْنِتِ وَالدَّوَارِيَّاتِ الْجَدِيدَةِ وَالْكُتُبِ,hate,Disgust
651,أُحِبُّ أَنْ أَضْحَكَ وَأَسْتَمْتِعَ بِالنُّكْتَةِ الْمُضَحِكَةِ.,hope_speech,Joy
652,", أَشْعُرُ بِأَصَابِعِهِ الْمُرَحَّةِ تَمْشِطُ شَعْرِ",not_applicable,Joy
653,أَشْعُرُ وَكَأَنِّي شَقِيٌّ عَنِيدٌ عَاطِلٌ عَنِ الْعَمَلِ,not_applicable,Disgust
654,تُسَيِّطِرُ عَلَيَّ الْخَوْفُ مِنْ أَنْ أُصَبِّحَ فِي مَوْقِفٍ مُحْرِجٍ.,hate,Other
655,أَشْعُرُ بِالْبُغْضِ يُبْعِثُ عَلَى السُّخْرِيَّةِ,hate,Disgust
656,أَحَبَبْتُ الشَّعُورَ بِالْمَسْؤُولِيَّةِ وَلَكِنِّي كَرِهْتُ بَعْضَ الْمَسْؤُولِيَّةِ التِّي جَاءَتْ مَعَهَا، أَشْعُرُ بِطَرِيقَةٍ مَا أَنَّ مَوْتَ مَادِيٍّ لِأَنَّهَا كَرِهَتْ ذَلِكَ الْأَمْرَ فِيَّ جَعَلَنِي أَقَلَّ خَوْفًا مِنْ مَشَاعِرِي لِأَنَّ الْمَشَاعِرَ صَحِيحَةٌ,not_applicable,Disgust
657,أَشْعُرُ بَالْوَحْدَةِ الشَّدِيدَةِ بِسَبَبِ,not_applicable,Other
658,لَقَدْ ذَكَرْتُ بِالفِعْلِ مُصْطَلَحًا مُؤَثِّرًا لِشَخْصٍ قَضَى جُزْءًا كَبِيرًا مِنْ حَيَاتِهِ وَهُوَ يَشْعُرُ بِأَنَّهُ عَدِيمُ الفَائِدَةِ. أُحِبُّ الشُّعُورَ الَّذِي أَشْعُرُ بِهِ أَمَامَ لَوْحَةِ قِمَاشِيَّةٍ فَارِغَةٍ وَيُمْكِنُنِي أَنْ أَجْعَلَهَا تَبْدُو كَمَا نُرِيدُ أَنْ أَشْعُرَ حَقًّا بِالخَدَرِ الشَّدِيدِ.,not_applicable,Other
659,أَعْرِفُ أَحْيَانًا أَنَّ هَذَا قَدْ يَشْعُرُ بِهِ الْآخَرُونَ كَمَا لَوْ أَنَّهُمْ يَفْكُرُونَ كَمَا لَوْ أَنَّكَ لَا تَسْتَطِيعُ الْقِيَامَ بِالْأَشْيَاءِ بِمُفْرَدِكَ، وَقَدْ تُشْعِرُ بِالإِهَانَةِ، وَلَكِنَّ الْعَكْسَ تَمَامًا، فَهُمْ يَفْعَلُونَ ذَلِكَ مِنْ قُلُوبِهِمْ، فَهُمْ يَفْعَلُونَ ذَلِكَ بِالْحُبِّ,not_applicable,Disgust
660,أَشْعُرُ بِالْغَضَبِ الشَّدِيدِ وَأَتَسَاءَلُ لِمَاذَا,hate,Disgust
661,أَنَا مُتَمَسِّكٌ بِمَشَاعِرِ الْمُعَانَاةِ، نَعَمْ، لَدَيَّ مُشَاكِلَ حَقِيقِيَّةٌ، مُشَاكِلَ خَطِيرَةٌ، لَكِنَّهَا لَيْسَتْ سَيِّئَةً إِلَى هَذَا الْحَدِّ، فَهِيَ لَا تُهَدِّدُ حَيَاتِي، لِذَا لَيْسَ لَدَيَّ الْكَثِيرُ مِنَ الْحَقِّ فِي الِاحْتِفَاظِ بِشَعَارِ الْفَتَاةِ الْمُضْطَرِبَةِ، لَقَدْ كُنْتُ أُسْتَمْتِعُ بِهَذَا الشُّعُورِ كَثِيرًا لِدَرَجَةٍ أَنَّنِي تَقَرَّبًَا غَابَ عَنْ مَا قَالَتْ,hate,Other
662,الرُّعْبُ يَجْتَاحُنِي مِنْ أَمَامِ الْمُتَوَقِّعَاتِ الْمُشَآمِرَةِ.,not_applicable,Other
663,. مِنَ الْوَاضِحِ أَنَّنِي كُنْتُ أَشْعُرُ بِأَنَّنِي اِجْتِمَاعِيٌّ إِلَى حَدٍّ مَا، فَقَدْ تَعَرَّفْتُ عَلَى شِيرِي وَلَا يَجِبُ الْخَلْطُ بَيْنَهُ وَبَيْنَ رِحْلَةِ جِيرْسِي الَّتِي ظَلَلْتُ أَتَّصِلُ بِهَا عَنْ طَرِيقِ الْخَطَإِ فِي الْوَاقِعِ لِأَنَّ تَهْجِئَتَهُمَا مُتَشَابِهَةٌ كَثِيرًا وَلَكِنْ طَبْعًا يُنْطَقَانِ بِشَكْلٍ مُخْتَلِفٍ.,not_applicable,Other
664,", أَبْدَأُ فِي الْبُكَاءِ بِدُونِ سَبَبٍ وَأَشْعُرُ بِالْعَجْزِ التَّامِّ وَالْيَأْسِ",not_applicable,Other
